country_region_code,country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
PT,Portugal,Porto District,,18/02/2020,1,5,16,8,3,-1
PT,Portugal,Porto District,,19/02/2020,2,6,19,9,3,-1
PT,Portugal,Porto District,,20/02/2020,5,5,39,10,2,-2
PT,Portugal,Porto District,,21/02/2020,0,6,39,11,1,-2
PT,Portugal,Porto District,,22/02/2020,1,1,38,12,0,-2
PT,Portugal,Porto District,,23/02/2020,7,0,56,19,-1,-4
PT,Portugal,Porto District,,24/02/2020,18,14,80,4,-28,3
PT,Portugal,Porto District,,25/02/2020,-9,-4,-10,-27,-69,19
PT,Portugal,Porto District,,26/02/2020,-2,5,17,4,-10,3
PT,Portugal,Porto District,,27/02/2020,5,6,25,7,1,0
PT,Portugal,Porto District,,28/02/2020,-2,10,23,4,1,-1
PT,Portugal,Porto District,,29/02/2020,-1,5,-20,-1,2,1
PT,Portugal,Porto District,,01/03/2020,-11,-1,-47,-5,-3,3
PT,Portugal,Porto District,,02/03/2020,-1,10,2,5,3,0
PT,Portugal,Porto District,,03/03/2020,-5,6,-20,-1,2,1
PT,Portugal,Porto District,,04/03/2020,-2,7,-14,2,2,0
PT,Portugal,Porto District,,05/03/2020,2,10,10,2,2,0
PT,Portugal,Porto District,,06/03/2020,-3,8,11,2,1,0
PT,Portugal,Porto District,,07/03/2020,4,3,16,3,1,-1
PT,Portugal,Porto District,,08/03/2020,-10,3,-43,-9,-3,2
PT,Portugal,Porto District,,09/03/2020,-2,14,18,-1,0,1
PT,Portugal,Porto District,,10/03/2020,-4,20,15,-2,-1,2
PT,Portugal,Porto District,,11/03/2020,-6,29,13,-6,-2,2
PT,Portugal,Porto District,,12/03/2020,-13,30,15,-14,-7,5
PT,Portugal,Porto District,,13/03/2020,-33,21,-9,-30,-14,12
PT,Portugal,Porto District,,14/03/2020,-52,-11,-39,-38,-18,15
PT,Portugal,Porto District,,15/03/2020,-68,-37,-71,-52,-27,17
PT,Portugal,Porto District,,16/03/2020,-53,-15,-40,-52,-42,23
PT,Portugal,Porto District,,17/03/2020,-56,-17,-39,-57,-48,26
PT,Portugal,Porto District,,18/03/2020,-57,-15,-41,-58,-50,27
PT,Portugal,Porto District,,19/03/2020,-67,-34,-50,-69,-56,31
PT,Portugal,Porto District,,20/03/2020,-79,-40,-73,-76,-59,38
PT,Portugal,Porto District,,21/03/2020,-82,-46,-76,-74,-57,28
PT,Portugal,Porto District,,22/03/2020,-84,-57,-74,-76,-54,23
PT,Portugal,Porto District,,23/03/2020,-75,-41,-58,-73,-61,34
PT,Portugal,Porto District,,24/03/2020,-75,-38,-57,-73,-63,34
PT,Portugal,Porto District,,25/03/2020,-75,-39,-61,-74,-63,35
PT,Portugal,Porto District,,26/03/2020,-75,-39,-56,-75,-63,35
PT,Portugal,Porto District,,27/03/2020,-77,-37,-62,-76,-63,39
PT,Portugal,Porto District,,28/03/2020,-80,-45,-76,-76,-57,27
PT,Portugal,Porto District,,29/03/2020,-84,-59,-82,-79,-54,23
PT,Portugal,Porto District,,30/03/2020,-76,-43,-70,-77,-63,35
PT,Portugal,Porto District,,31/03/2020,-74,-35,-71,-75,-63,35
PT,Portugal,Porto District,,01/04/2020,-72,-33,-62,-73,-63,35
PT,Portugal,Porto District,,02/04/2020,-71,-32,-53,-73,-63,35
PT,Portugal,Porto District,,03/04/2020,-74,-31,-58,-74,-63,38
PT,Portugal,Porto District,,04/04/2020,-78,-41,-78,-75,-57,27
PT,Portugal,Porto District,,05/04/2020,-84,-59,-90,-83,-55,24
PT,Portugal,Porto District,,06/04/2020,-72,-35,-67,-75,-64,34
PT,Portugal,Porto District,,07/04/2020,-69,-27,-60,-72,-64,34
PT,Portugal,Porto District,,08/04/2020,-67,-22,-57,-70,-63,32
PT,Portugal,Porto District,,09/04/2020,-71,-25,-65,-77,-68,36
PT,Portugal,Porto District,,10/04/2020,-82,-38,-72,-85,-84,50
PT,Portugal,Porto District,,11/04/2020,-79,-38,-76,-77,-60,29
PT,Portugal,Porto District,,12/04/2020,-86,-84,-83,-82,-56,24
PT,Portugal,Porto District,,13/04/2020,-79,-46,-67,-81,-77,41
PT,Portugal,Porto District,,14/04/2020,-67,-28,-48,-69,-62,32
PT,Portugal,Porto District,,15/04/2020,-69,-32,-61,-72,-62,34
PT,Portugal,Porto District,,16/04/2020,-69,-30,-59,-73,-62,34
PT,Portugal,Porto District,,17/04/2020,-71,-28,-56,-73,-61,38
PT,Portugal,Porto District,,18/04/2020,-73,-38,-61,-72,-49,25
PT,Portugal,Porto District,,19/04/2020,-78,-52,-69,-77,-47,21
PT,Portugal,Porto District,,20/04/2020,-70,-42,-64,-77,-60,33
PT,Portugal,Porto District,,21/04/2020,-68,-32,-53,-73,-60,33
PT,Portugal,Porto District,,22/04/2020,-68,-35,-51,-72,-59,32
PT,Portugal,Porto District,,23/04/2020,-66,-32,-34,-72,-59,32
PT,Portugal,Porto District,,24/04/2020,-69,-30,-49,-74,-59,35
PT,Portugal,Porto District,,25/04/2020,-74,-39,-68,-75,-53,25
PT,Portugal,Porto District,,26/04/2020,-77,-50,-69,-76,-44,20
PT,Portugal,Porto District,,27/04/2020,-67,-36,-45,-73,-58,31
PT,Portugal,Porto District,,28/04/2020,-65,-29,-46,-70,-57,29
PT,Portugal,Porto District,,29/04/2020,-66,-30,-57,-72,-57,32
PT,Portugal,Porto District,,30/04/2020,-61,-16,-42,-68,-56,28
PT,Portugal,Porto District,,01/05/2020,-80,-42,-72,-85,-83,48
PT,Portugal,Porto District,,02/05/2020,-72,-31,-57,-71,-48,25
PT,Portugal,Porto District,,03/05/2020,-73,-45,-45,-69,-35,17
PT,Portugal,Porto District,,04/05/2020,-60,-28,-40,-66,-51,27
PT,Portugal,Porto District,,05/05/2020,-58,-20,-23,-64,-50,26
PT,Portugal,Porto District,,06/05/2020,-56,-19,-14,-62,-49,26
PT,Portugal,Porto District,,07/05/2020,-55,-18,7,-63,-49,26
PT,Portugal,Porto District,,08/05/2020,-60,-16,-22,-64,-49,29
PT,Portugal,Porto District,,09/05/2020,-65,-27,-64,-69,-34,20
PT,Portugal,Santarém District,,15/02/2020,3,-2,30,8,1,-2
PT,Portugal,Santarém District,,16/02/2020,-1,7,-4,18,1,0
PT,Portugal,Santarém District,,17/02/2020,1,3,5,-3,3,1
PT,Portugal,Santarém District,,18/02/2020,2,2,5,-7,2,1
PT,Portugal,Santarém District,,19/02/2020,4,2,24,-1,1,-1
PT,Portugal,Santarém District,,20/02/2020,6,1,33,4,2,-1
PT,Portugal,Santarém District,,21/02/2020,8,9,63,15,0,-3
PT,Portugal,Santarém District,,22/02/2020,7,4,65,22,1,-2
PT,Portugal,Santarém District,,23/02/2020,12,8,50,4,1,-3
PT,Portugal,Santarém District,,24/02/2020,21,11,88,-12,-30,4
PT,Portugal,Santarém District,,25/02/2020,-3,5,51,-15,-67,16
PT,Portugal,Santarém District,,26/02/2020,-2,4,13,10,-16,3
PT,Portugal,Santarém District,,27/02/2020,1,5,26,2,1,0
PT,Portugal,Santarém District,,28/02/2020,2,11,12,7,2,-1
PT,Portugal,Santarém District,,29/02/2020,-1,9,-9,-5,1,0
PT,Portugal,Santarém District,,01/03/2020,-6,8,-38,18,1,2
PT,Portugal,Santarém District,,02/03/2020,2,8,9,-4,4,0
PT,Portugal,Santarém District,,03/03/2020,1,7,-8,-9,3,0
PT,Portugal,Santarém District,,04/03/2020,3,8,11,0,2,-1
PT,Portugal,Santarém District,,05/03/2020,3,8,10,-1,3,0
PT,Portugal,Santarém District,,06/03/2020,2,9,1,5,3,-1
PT,Portugal,Santarém District,,07/03/2020,6,5,37,-5,6,-2
PT,Portugal,Santarém District,,08/03/2020,9,10,12,8,5,-1
PT,Portugal,Santarém District,,09/03/2020,2,9,20,-6,2,0
PT,Portugal,Santarém District,,10/03/2020,1,16,18,-5,3,0
PT,Portugal,Santarém District,,11/03/2020,1,26,23,2,1,0
PT,Portugal,Santarém District,,12/03/2020,-5,26,18,-8,-1,2
PT,Portugal,Santarém District,,13/03/2020,-22,24,-14,-22,-6,6
PT,Portugal,Santarém District,,14/03/2020,-44,-10,-32,-37,-11,11
PT,Portugal,Santarém District,,15/03/2020,-58,-29,-59,-56,-19,13
PT,Portugal,Santarém District,,16/03/2020,-45,-14,-36,-54,-37,19
PT,Portugal,Santarém District,,17/03/2020,-49,-18,-41,-58,-43,21
PT,Portugal,Santarém District,,18/03/2020,-50,-16,-40,-57,-45,20
PT,Portugal,Santarém District,,19/03/2020,-64,-35,-48,-66,-54,27
PT,Portugal,Santarém District,,20/03/2020,-77,-41,-71,-76,-54,32
PT,Portugal,Santarém District,,21/03/2020,-80,-47,-69,-75,-47,24
PT,Portugal,Santarém District,,22/03/2020,-83,-58,-73,-83,-45,20
PT,Portugal,Santarém District,,23/03/2020,-72,-41,-53,-76,-55,29
PT,Portugal,Santarém District,,24/03/2020,-72,-39,-54,-77,-56,29
PT,Portugal,Santarém District,,25/03/2020,-73,-40,-54,-75,-57,28
PT,Portugal,Santarém District,,26/03/2020,-73,-42,-50,-76,-58,30
PT,Portugal,Santarém District,,27/03/2020,-74,-38,-59,-77,-57,32
PT,Portugal,Santarém District,,28/03/2020,-79,-47,-69,-74,-47,23
PT,Portugal,Santarém District,,29/03/2020,-83,-59,-77,-81,-46,20
PT,Portugal,Santarém District,,30/03/2020,-72,-42,-63,-79,-56,30
PT,Portugal,Santarém District,,31/03/2020,-70,-34,-61,-76,-57,29
PT,Portugal,Santarém District,,01/04/2020,-73,-39,-68,-77,-58,29
PT,Portugal,Santarém District,,02/04/2020,-68,-35,-50,-76,-57,29
PT,Portugal,Santarém District,,03/04/2020,-71,-34,-54,-76,-56,31
PT,Portugal,Santarém District,,04/04/2020,-78,-44,-73,-77,-48,23
PT,Portugal,Santarém District,,05/04/2020,-85,-61,-88,-86,-50,22
PT,Portugal,Santarém District,,06/04/2020,-71,-38,-62,-78,-56,30
PT,Portugal,Santarém District,,07/04/2020,-66,-28,-50,-76,-56,28
PT,Portugal,Santarém District,,08/04/2020,-65,-23,-54,-72,-56,26
PT,Portugal,Santarém District,,09/04/2020,-69,-26,-60,-82,-62,32
PT,Portugal,Santarém District,,10/04/2020,-84,-50,-66,-90,-83,44
PT,Portugal,Santarém District,,11/04/2020,-79,-42,-68,-83,-50,24
PT,Portugal,Santarém District,,12/04/2020,-86,-85,-78,-90,-50,22
PT,Portugal,Santarém District,,13/04/2020,-71,-42,-57,-86,-61,32
PT,Portugal,Santarém District,,14/04/2020,-66,-31,-54,-74,-56,28
PT,Portugal,Santarém District,,15/04/2020,-67,-32,-56,-74,-56,28
PT,Portugal,Santarém District,,16/04/2020,-66,-32,-56,-74,-56,30
PT,Portugal,Santarém District,,17/04/2020,-67,-30,-50,-75,-55,31
PT,Portugal,Santarém District,,18/04/2020,-71,-38,-59,-73,-40,20
PT,Portugal,Santarém District,,19/04/2020,-77,-51,-64,-82,-39,18
PT,Portugal,Santarém District,,20/04/2020,-65,-37,-55,-77,-53,29
PT,Portugal,Santarém District,,21/04/2020,-63,-29,-49,-71,-53,28
PT,Portugal,Santarém District,,22/04/2020,-64,-33,-48,-69,-53,26
PT,Portugal,Santarém District,,23/04/2020,-62,-31,-35,-70,-53,27
PT,Portugal,Santarém District,,24/04/2020,-66,-29,-47,-71,-52,29
PT,Portugal,Santarém District,,25/04/2020,-72,-38,-58,-73,-43,20
PT,Portugal,Santarém District,,26/04/2020,-77,-48,-72,-85,-37,18
PT,Portugal,Santarém District,,27/04/2020,-60,-31,-37,-73,-51,26
PT,Portugal,Santarém District,,28/04/2020,-60,-25,-44,-70,-51,24
PT,Portugal,Santarém District,,29/04/2020,-60,-23,-42,-67,-51,25
PT,Portugal,Santarém District,,30/04/2020,-54,-10,-24,-64,-50,23
PT,Portugal,Santarém District,,01/05/2020,-76,-43,-45,-86,-77,39
PT,Portugal,Santarém District,,02/05/2020,-71,-33,-48,-76,-36,19
PT,Portugal,Santarém District,,03/05/2020,-72,-43,-51,-80,-27,15
PT,Portugal,Santarém District,,04/05/2020,-53,-20,-23,-63,-45,22
PT,Portugal,Santarém District,,05/05/2020,-53,-19,-23,-61,-45,22
PT,Portugal,Santarém District,,06/05/2020,-52,-18,-18,-58,-44,21
PT,Portugal,Santarém District,,07/05/2020,-51,-16,-2,-59,-44,22
PT,Portugal,Santarém District,,08/05/2020,-55,-9,-25,-57,-42,23
PT,Portugal,Santarém District,,09/05/2020,-59,-15,-50,-55,-24,15
PT,Portugal,Setubal,,15/02/2020,0,-2,47,12,1,-1
PT,Portugal,Setubal,,16/02/2020,-2,2,-13,4,1,0
PT,Portugal,Setubal,,17/02/2020,-1,2,5,1,2,1
PT,Portugal,Setubal,,18/02/2020,2,0,11,3,3,0
PT,Portugal,Setubal,,19/02/2020,3,2,22,2,3,-1
PT,Portugal,Setubal,,20/02/2020,3,3,32,3,2,-1
PT,Portugal,Setubal,,21/02/2020,6,5,51,10,0,-2
PT,Portugal,Setubal,,22/02/2020,4,3,99,12,1,-3
PT,Portugal,Setubal,,23/02/2020,9,3,84,21,0,-4
PT,Portugal,Setubal,,24/02/2020,22,9,146,-14,-27,4
PT,Portugal,Setubal,,25/02/2020,13,3,122,-39,-62,16
PT,Portugal,Setubal,,26/02/2020,0,2,14,-4,-11,2
PT,Portugal,Setubal,,27/02/2020,3,6,35,1,0,0
PT,Portugal,Setubal,,28/02/2020,4,8,16,9,0,-1
PT,Portugal,Setubal,,29/02/2020,-2,6,-3,4,1,0
PT,Portugal,Setubal,,01/03/2020,-7,6,-46,3,-2,1
PT,Portugal,Setubal,,02/03/2020,3,8,5,5,3,0
PT,Portugal,Setubal,,03/03/2020,1,5,4,6,3,0
PT,Portugal,Setubal,,04/03/2020,4,7,15,6,3,-1
PT,Portugal,Setubal,,05/03/2020,2,8,15,6,2,0
PT,Portugal,Setubal,,06/03/2020,1,5,8,11,2,-1
PT,Portugal,Setubal,,07/03/2020,4,5,69,23,3,-2
PT,Portugal,Setubal,,08/03/2020,7,9,16,11,1,-2
PT,Portugal,Setubal,,09/03/2020,2,11,24,5,1,0
PT,Portugal,Setubal,,10/03/2020,4,13,41,5,2,0
PT,Portugal,Setubal,,11/03/2020,2,29,53,1,0,0
PT,Portugal,Setubal,,12/03/2020,-7,32,28,-10,-3,3
PT,Portugal,Setubal,,13/03/2020,-24,27,-4,-18,-12,8
PT,Portugal,Setubal,,14/03/2020,-47,-8,-10,-32,-15,13
PT,Portugal,Setubal,,15/03/2020,-60,-29,-53,-44,-23,13
PT,Portugal,Setubal,,16/03/2020,-47,-16,-35,-55,-45,23
PT,Portugal,Setubal,,17/03/2020,-49,-19,-33,-62,-52,26
PT,Portugal,Setubal,,18/03/2020,-50,-16,-24,-63,-54,26
PT,Portugal,Setubal,,19/03/2020,-64,-31,-35,-72,-62,31
PT,Portugal,Setubal,,20/03/2020,-75,-38,-63,-74,-65,36
PT,Portugal,Setubal,,21/03/2020,-79,-47,-58,-70,-57,25
PT,Portugal,Setubal,,22/03/2020,-81,-54,-67,-71,-53,20
PT,Portugal,Setubal,,23/03/2020,-70,-39,-42,-75,-65,33
PT,Portugal,Setubal,,24/03/2020,-70,-37,-42,-74,-66,34
PT,Portugal,Setubal,,25/03/2020,-69,-37,-43,-76,-67,34
PT,Portugal,Setubal,,26/03/2020,-70,-37,-43,-76,-67,34
PT,Portugal,Setubal,,27/03/2020,-71,-34,-47,-74,-67,36
PT,Portugal,Setubal,,28/03/2020,-78,-45,-61,-70,-56,25
PT,Portugal,Setubal,,29/03/2020,-82,-56,-78,-74,-54,20
PT,Portugal,Setubal,,30/03/2020,-71,-41,-63,-77,-67,34
PT,Portugal,Setubal,,31/03/2020,-67,-31,-54,-74,-67,34
PT,Portugal,Setubal,,01/04/2020,-70,-37,-66,-78,-68,35
PT,Portugal,Setubal,,02/04/2020,-65,-29,-41,-74,-67,34
PT,Portugal,Setubal,,03/04/2020,-68,-28,-51,-73,-67,35
PT,Portugal,Setubal,,04/04/2020,-77,-42,-75,-71,-57,25
PT,Portugal,Setubal,,05/04/2020,-83,-56,-88,-76,-57,21
PT,Portugal,Setubal,,06/04/2020,-69,-37,-67,-78,-67,35
PT,Portugal,Setubal,,07/04/2020,-63,-27,-48,-75,-67,33
PT,Portugal,Setubal,,08/04/2020,-62,-23,-51,-74,-66,32
PT,Portugal,Setubal,,09/04/2020,-66,-22,-58,-79,-72,36
PT,Portugal,Setubal,,10/04/2020,-77,-39,-55,-84,-84,44
PT,Portugal,Setubal,,11/04/2020,-77,-39,-65,-72,-59,26
PT,Portugal,Setubal,,12/04/2020,-85,-80,-77,-75,-58,21
PT,Portugal,Setubal,,13/04/2020,-68,-38,-58,-78,-70,36
PT,Portugal,Setubal,,14/04/2020,-64,-32,-53,-74,-65,33
PT,Portugal,Setubal,,15/04/2020,-65,-31,-53,-74,-66,33
PT,Portugal,Setubal,,16/04/2020,-65,-30,-55,-76,-66,34
PT,Portugal,Setubal,,17/04/2020,-62,-25,-43,-71,-65,35
PT,Portugal,Setubal,,18/04/2020,-70,-38,-51,-61,-49,22
PT,Portugal,Setubal,,19/04/2020,-76,-50,-70,-66,-49,18
PT,Portugal,Setubal,,20/04/2020,-65,-41,-57,-75,-64,33
PT,Portugal,Setubal,,21/04/2020,-60,-33,-44,-72,-63,32
PT,Portugal,Setubal,,22/04/2020,-60,-33,-39,-73,-63,32
PT,Portugal,Setubal,,23/04/2020,-60,-31,-27,-72,-63,32
PT,Portugal,Setubal,,24/04/2020,-62,-27,-35,-69,-62,33
PT,Portugal,Setubal,,25/04/2020,-70,-40,-50,-62,-51,22
PT,Portugal,Setubal,,26/04/2020,-74,-45,-64,-62,-47,18
PT,Portugal,Setubal,,27/04/2020,-58,-32,-34,-71,-61,31
PT,Portugal,Setubal,,28/04/2020,-56,-27,-28,-69,-61,28
PT,Portugal,Setubal,,29/04/2020,-59,-28,-47,-71,-61,30
PT,Portugal,Setubal,,30/04/2020,-52,-13,-18,-66,-60,28
PT,Portugal,Setubal,,01/05/2020,-69,-36,-36,-77,-80,41
PT,Portugal,Setubal,,02/05/2020,-67,-29,-40,-59,-46,22
PT,Portugal,Setubal,,03/05/2020,-69,-38,-52,-56,-37,16
PT,Portugal,Setubal,,04/05/2020,-50,-22,-21,-63,-55,27
PT,Portugal,Setubal,,05/05/2020,-49,-20,-8,-62,-54,26
PT,Portugal,Setubal,,06/05/2020,-49,-19,-5,-61,-54,26
PT,Portugal,Setubal,,07/05/2020,-48,-17,23,-61,-54,26
PT,Portugal,Setubal,,08/05/2020,-50,-13,-11,-57,-53,27
PT,Portugal,Setubal,,09/05/2020,-59,-25,-39,-49,-34,17
PT,Portugal,Viana do Castelo District,,15/02/2020,3,1,5,2,2,0
PT,Portugal,Viana do Castelo District,,16/02/2020,-12,-1,-40,-17,-1,3
PT,Portugal,Viana do Castelo District,,17/02/2020,2,2,14,-7,3,0
PT,Portugal,Viana do Castelo District,,18/02/2020,1,-1,11,0,0,0
PT,Portugal,Viana do Castelo District,,19/02/2020,2,2,19,4,3,0
PT,Portugal,Viana do Castelo District,,20/02/2020,5,-3,23,12,2,0
PT,Portugal,Viana do Castelo District,,21/02/2020,4,6,27,19,1,-1
PT,Portugal,Viana do Castelo District,,22/02/2020,7,7,32,16,0,-1
PT,Portugal,Viana do Castelo District,,23/02/2020,16,5,64,28,0,-3
PT,Portugal,Viana do Castelo District,,24/02/2020,27,22,106,18,-25,3
PT,Portugal,Viana do Castelo District,,25/02/2020,-2,15,61,-25,-62,17
PT,Portugal,Viana do Castelo District,,26/02/2020,0,11,13,3,-12,5
PT,Portugal,Viana do Castelo District,,27/02/2020,0,1,17,9,0,0
PT,Portugal,Viana do Castelo District,,28/02/2020,1,7,2,18,0,0
PT,Portugal,Viana do Castelo District,,29/02/2020,-5,3,-28,-7,1,1
PT,Portugal,Viana do Castelo District,,01/03/2020,-12,2,-44,-9,0,3
PT,Portugal,Viana do Castelo District,,02/03/2020,0,7,-6,3,3,0
PT,Portugal,Viana do Castelo District,,03/03/2020,-5,4,-29,-4,2,1
PT,Portugal,Viana do Castelo District,,04/03/2020,-2,-3,-10,1,2,2
PT,Portugal,Viana do Castelo District,,05/03/2020,1,5,4,13,2,1
PT,Portugal,Viana do Castelo District,,06/03/2020,4,7,2,21,1,0
PT,Portugal,Viana do Castelo District,,07/03/2020,6,5,23,9,2,-1
PT,Portugal,Viana do Castelo District,,08/03/2020,-7,26,-33,-9,-1,3
PT,Portugal,Viana do Castelo District,,09/03/2020,1,14,8,0,1,0
PT,Portugal,Viana do Castelo District,,10/03/2020,1,15,8,4,2,0
PT,Portugal,Viana do Castelo District,,11/03/2020,-2,18,12,-3,1,2
PT,Portugal,Viana do Castelo District,,12/03/2020,-7,22,15,4,-4,3
PT,Portugal,Viana do Castelo District,,13/03/2020,-20,25,-6,-3,-5,7
PT,Portugal,Viana do Castelo District,,14/03/2020,-46,-21,-39,-35,-13,12
PT,Portugal,Viana do Castelo District,,15/03/2020,-69,-44,-70,-54,-27,
PT,Portugal,Viana do Castelo District,,16/03/2020,-47,-12,-34,-48,-35,20
PT,Portugal,Viana do Castelo District,,17/03/2020,-53,-19,-34,-49,-42,21
PT,Portugal,Viana do Castelo District,,18/03/2020,-55,-28,-35,-51,-47,24
PT,Portugal,Viana do Castelo District,,19/03/2020,-65,-39,-40,-60,-54,28
PT,Portugal,Viana do Castelo District,,20/03/2020,-75,-42,-62,-60,-57,37
PT,Portugal,Viana do Castelo District,,21/03/2020,-82,-58,-74,-67,-57,
PT,Portugal,Viana do Castelo District,,22/03/2020,-84,-67,-73,-70,-52,
PT,Portugal,Viana do Castelo District,,23/03/2020,-71,-38,-47,-65,-58,30
PT,Portugal,Viana do Castelo District,,24/03/2020,-70,-36,-44,-62,-59,30
PT,Portugal,Viana do Castelo District,,25/03/2020,-72,-47,-47,-62,-60,32
PT,Portugal,Viana do Castelo District,,26/03/2020,-72,-43,-43,-63,-61,32
PT,Portugal,Viana do Castelo District,,27/03/2020,-73,-38,-52,-62,-61,37
PT,Portugal,Viana do Castelo District,,28/03/2020,-81,-57,-72,-68,-54,26
PT,Portugal,Viana do Castelo District,,29/03/2020,-85,-68,-76,-76,-51,
PT,Portugal,Viana do Castelo District,,30/03/2020,-72,-37,-54,-68,-60,32
PT,Portugal,Viana do Castelo District,,31/03/2020,-69,-32,-55,-63,-61,32
PT,Portugal,Viana do Castelo District,,01/04/2020,-70,-40,-50,-63,-61,32
PT,Portugal,Viana do Castelo District,,02/04/2020,-68,-36,-38,-61,-62,31
PT,Portugal,Viana do Castelo District,,03/04/2020,-69,-34,-49,-63,-61,35
PT,Portugal,Viana do Castelo District,,04/04/2020,-79,-54,-74,-63,-53,25
PT,Portugal,Viana do Castelo District,,05/04/2020,-87,-67,-87,-78,-53,
PT,Portugal,Viana do Castelo District,,06/04/2020,-68,-30,-52,-63,-60,31
PT,Portugal,Viana do Castelo District,,07/04/2020,-65,-23,-46,-62,-60,30
PT,Portugal,Viana do Castelo District,,08/04/2020,-65,-30,-40,-57,-60,30
PT,Portugal,Viana do Castelo District,,09/04/2020,-69,-27,-54,-72,-65,33
PT,Portugal,Viana do Castelo District,,10/04/2020,-79,-43,-64,-81,-80,46
PT,Portugal,Viana do Castelo District,,11/04/2020,-78,-50,-74,-72,-54,27
PT,Portugal,Viana do Castelo District,,12/04/2020,-87,-85,-80,-80,-51,
PT,Portugal,Viana do Castelo District,,13/04/2020,-80,-51,-55,-76,-77,38
PT,Portugal,Viana do Castelo District,,14/04/2020,-64,-25,-39,-54,-58,28
PT,Portugal,Viana do Castelo District,,15/04/2020,-68,-39,-51,-56,-58,32
PT,Portugal,Viana do Castelo District,,16/04/2020,-67,-30,-51,-64,-58,32
PT,Portugal,Viana do Castelo District,,17/04/2020,-67,-29,-56,-57,-58,36
PT,Portugal,Viana do Castelo District,,18/04/2020,-75,-49,-67,,-47,23
PT,Portugal,Viana do Castelo District,,19/04/2020,-80,-60,-69,,-44,
PT,Portugal,Viana do Castelo District,,20/04/2020,-65,-32,-54,,-55,30
PT,Portugal,Viana do Castelo District,,21/04/2020,-62,-27,-44,,-55,29
PT,Portugal,Viana do Castelo District,,22/04/2020,-66,-40,-46,,-55,30
PT,Portugal,Viana do Castelo District,,23/04/2020,-62,-31,-28,,-55,29
PT,Portugal,Viana do Castelo District,,24/04/2020,-65,-26,-44,,-54,32
PT,Portugal,Viana do Castelo District,,25/04/2020,-76,-50,-73,,-49,24
PT,Portugal,Viana do Castelo District,,26/04/2020,-79,-58,-72,,-39,
PT,Portugal,Viana do Castelo District,,27/04/2020,-62,-28,-41,,-52,28
PT,Portugal,Viana do Castelo District,,28/04/2020,-61,-24,-39,,-52,26
PT,Portugal,Viana do Castelo District,,29/04/2020,-64,-34,-49,,-52,30
PT,Portugal,Viana do Castelo District,,30/04/2020,-62,-14,-40,,-51,26
PT,Portugal,Viana do Castelo District,,01/05/2020,-80,-46,-68,,-79,45
PT,Portugal,Viana do Castelo District,,02/05/2020,-74,-44,-65,,-41,23
PT,Portugal,Viana do Castelo District,,03/05/2020,-76,-57,-55,,-29,
PT,Portugal,Viana do Castelo District,,04/05/2020,-58,-22,-38,,-45,25
PT,Portugal,Viana do Castelo District,,05/05/2020,-55,-19,-27,,-45,23
PT,Portugal,Viana do Castelo District,,06/05/2020,-55,-26,-14,,-45,25
PT,Portugal,Viana do Castelo District,,07/05/2020,-54,-18,8,,-44,23
PT,Portugal,Viana do Castelo District,,08/05/2020,-55,-15,-22,,-44,27
PT,Portugal,Viana do Castelo District,,09/05/2020,-68,-33,-65,,-31,20
PT,Portugal,Vila Real District,,15/02/2020,1,-4,32,20,0,-1
PT,Portugal,Vila Real District,,16/02/2020,0,-2,-12,11,1,
PT,Portugal,Vila Real District,,17/02/2020,2,2,18,7,3,0
PT,Portugal,Vila Real District,,18/02/2020,3,3,25,2,2,-1
PT,Portugal,Vila Real District,,19/02/2020,4,2,21,7,1,-1
PT,Portugal,Vila Real District,,20/02/2020,4,-3,17,11,0,-1
PT,Portugal,Vila Real District,,21/02/2020,2,4,47,8,2,-3
PT,Portugal,Vila Real District,,22/02/2020,8,4,55,,-2,-2
PT,Portugal,Vila Real District,,23/02/2020,20,3,104,,5,
PT,Portugal,Vila Real District,,24/02/2020,28,18,103,47,-26,2
PT,Portugal,Vila Real District,,25/02/2020,-2,-7,40,16,-60,13
PT,Portugal,Vila Real District,,26/02/2020,0,3,16,2,-18,3
PT,Portugal,Vila Real District,,27/02/2020,1,-2,10,4,0,0
PT,Portugal,Vila Real District,,28/02/2020,-3,1,2,6,0,-1
PT,Portugal,Vila Real District,,29/02/2020,-5,6,-8,-4,0,2
PT,Portugal,Vila Real District,,01/03/2020,-7,-5,-24,-4,-5,
PT,Portugal,Vila Real District,,02/03/2020,-1,4,-5,0,2,0
PT,Portugal,Vila Real District,,03/03/2020,-1,3,5,-9,0,1
PT,Portugal,Vila Real District,,04/03/2020,-2,2,9,0,0,0
PT,Portugal,Vila Real District,,05/03/2020,0,-1,3,2,1,0
PT,Portugal,Vila Real District,,06/03/2020,-4,-1,-4,11,2,-1
PT,Portugal,Vila Real District,,07/03/2020,1,0,28,14,2,-1
PT,Portugal,Vila Real District,,08/03/2020,0,0,-2,13,1,
PT,Portugal,Vila Real District,,09/03/2020,0,7,23,4,1,-1
PT,Portugal,Vila Real District,,10/03/2020,1,14,25,2,-1,0
PT,Portugal,Vila Real District,,11/03/2020,-2,19,36,4,-1,0
PT,Portugal,Vila Real District,,12/03/2020,-8,21,21,2,-3,1
